trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.3, 'e': 0.15881742610692068}",20,6,11.842949201467153,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.3, 'e': 0.1572371663136276}",25,17,16.751925027436947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.3, 'e': 0.1556726303679973}",20,14,11.0336013971767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.3, 'e': 0.1541236618151314}",20,5,16.37216592036565,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.3, 'e': 0.15259010575688386}",20,7,-19.44699906787966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.3, 'e': 0.15107180883637084}",30,13,23.30479396834933,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.3, 'e': 0.14956861922263504}",20,11,-26.00962548861328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.3, 'e': 0.14808038659546244}",20,13,10.744138003722046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.3, 'e': 0.14660696213035015}",20,16,8.564742898387086,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.3, 'e': 0.14514819848362373}",20,0,30.45132213011604,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.3, 'e': 0.14370394977770293}",20,4,7.701722307449473,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.3, 'e': 0.1422740715865136}",25,0,-4.833586861101015,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
196,False,"{'a': 0.3, 'e': 0.140858420921045}",30,18,1.686408534145533,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
197,False,"{'a': 0.3, 'e': 0.13945685621505094}",25,19,12.622676531118822,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.3, 'e': 0.13806923731089282}",20,12,15.023569979342092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.3, 'e': 0.13669542544552385}",20,0,5.048000644968206,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
200,False,"{'a': 0.3, 'e': 0.1353352832366127}",30,11,37.95420322677525,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.3, 'e': 0.13398867466880493}",20,9,-12.580115793201912,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.3, 'e': 0.13265546508012172}",20,5,23.439636360803327,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.3, 'e': 0.13133552114849303}",25,9,-0.12951177549890414,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
204,False,"{'a': 0.3, 'e': 0.1300287108784259}",30,13,-4.940570605287181,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
205,False,"{'a': 0.3, 'e': 0.12873490358780423}",35,20,27.547448866921833,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.3, 'e': 0.12745396989482075}",30,15,17.566815627033073,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.3, 'e': 0.12618578170503877}",30,13,31.591308119812005,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.3, 'e': 0.12493021219858241}",20,8,11.09004049327996,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.3, 'e': 0.12368713581745483}",20,5,23.309552162981657,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.3, 'e': 0.1224564282529819}",20,0,-29.344915784807842,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
211,False,"{'a': 0.3, 'e': 0.12123796643338168}",20,0,14.841562004276934,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
212,False,"{'a': 0.3, 'e': 0.12003162851145673}",25,5,24.99956869633106,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.3, 'e': 0.11883729385240965}",25,15,9.072242157949194,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.3, 'e': 0.11765484302177918}",25,7,28.877753848929746,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.3, 'e': 0.11648415777349697}",25,13,10.717687306323015,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.3, 'e': 0.11532512103806251}",20,1,14.359321362759468,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.3, 'e': 0.1141776169108365}",20,13,16.821739647728258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.3, 'e': 0.11304153064044985}",20,0,-5.056764274673623,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
219,False,"{'a': 0.3, 'e': 0.11191674861732888}",20,11,17.8922651777207,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.3, 'e': 0.11080315836233387}",20,14,9.910559820243352,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.3, 'e': 0.10970064851551141}",30,13,13.043322305849669,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.3, 'e': 0.10860910882495796}",30,20,16.48706372057019,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.3, 'e': 0.10752843013579495}",20,9,-0.12120925121686721,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
224,False,"{'a': 0.3, 'e': 0.1064585043792528}",20,10,-25.413233247935615,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.3, 'e': 0.10539922456186433}",30,19,17.506948591720324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.3, 'e': 0.104350484754765}",25,7,32.92108154205993,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.3, 'e': 0.1033121800831002}",20,12,-7.077483173989577,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.3, 'e': 0.10228420671553744}",20,0,34.480321317797014,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.3, 'e': 0.1012664618538834}",25,14,1.4289847135003642,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
230,False,"{'a': 0.3, 'e': 0.1002588437228037}",25,19,10.05289937381188,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.3, 'e': 0.09926125155964566}",30,18,19.52183664742432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.3, 'e': 0.09827358560436154}",25,11,23.10709287028317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.3, 'e': 0.09729574708953276}",25,18,14.637246474311034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.3, 'e': 0.09632763823049303}",20,9,20.220552759638096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.3, 'e': 0.09536916221554961}",20,15,-4.65334753831938,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.3, 'e': 0.09442022319630235}",25,17,17.465383966440054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.3, 'e': 0.09348072627805847}",30,17,11.792694102953693,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.3, 'e': 0.09255057751034329}",25,2,24.23759525818189,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.3, 'e': 0.09162968387750484}",25,15,-34.10291696026177,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.3, 'e': 0.09071795328941251}",25,4,11.752817472409777,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.3, 'e': 0.08981529457224763}",25,13,20.96611873888719,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.3, 'e': 0.08892161745938634}",30,11,24.151563424472908,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.3, 'e': 0.08803683258237255}",20,2,29.65773564753237,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.3, 'e': 0.0871608514619813}",20,13,13.214637695228712,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.3, 'e': 0.0862935864993705}",25,0,27.617056103924625,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.3, 'e': 0.08543495096732123}",20,3,24.97483034976233,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.3, 'e': 0.08458485900156469}",20,7,23.074951417724865,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.3, 'e': 0.08374322559219596}",20,5,5.526888431164446,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.3, 'e': 0.08290996657517266}",25,9,27.531027389441917,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.3, 'e': 0.0820849986238988}",30,15,15.500592790276816,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.3, 'e': 0.08126823924089167}",25,2,3.7897703694377354,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
252,False,"{'a': 0.3, 'e': 0.08045960674953244}",20,8,8.832124640782006,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.3, 'e': 0.07965902028589801}",30,12,17.380074178339846,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.3, 'e': 0.07886639979067495}",25,15,17.984860380040402,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.3, 'e': 0.07808166600115313}",20,1,15.512601720363598,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.3, 'e': 0.07730474044329974}",20,0,24.911879545030672,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.3, 'e': 0.07653554542391151}",25,14,-11.472036028434777,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
258,False,"{'a': 0.3, 'e': 0.07577400402284548}",20,0,27.021506641024782,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.3, 'e': 0.07502004008532698}",20,12,12.115453864034254,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.3, 'e': 0.07427357821433388}",30,22,14.41167258102799,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.3, 'e': 0.0735345437630571}",30,11,32.12454567011615,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.3, 'e': 0.07280286282743559}",25,12,12.14915204719486,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.3, 'e': 0.0720784622387661}",25,15,18.96218710617036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.3, 'e': 0.07136126955638605}",25,18,14.337040311122141,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.3, 'e': 0.0706512130604296}",30,24,11.963581323135022,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.3, 'e': 0.06994822174465536}",30,13,24.314373149787393,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.3, 'e': 0.069252225309346}",25,14,18.790418588620373,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.3, 'e': 0.06856315415427791}",20,4,28.93697441430145,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.3, 'e': 0.06788093937176144}",30,18,25.08756959327331,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.3, 'e': 0.06720551273974976}",25,0,27.21413547017605,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.3, 'e': 0.06653680671501686}",20,15,9.000185948208681,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.3, 'e': 0.06587475442640295}",20,3,2.589442158970651,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.3, 'e': 0.06521928966812753}",20,2,20.622818861376395,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.3, 'e': 0.06457034689316847}",20,0,28.94590461324626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.3, 'e': 0.06392786120670757}",25,0,-0.944554514307776,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
276,False,"{'a': 0.3, 'e': 0.0632917683596407}",25,17,16.642721206093178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.3, 'e': 0.06266200474215315}",20,16,6.865148186363518,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.3, 'e': 0.06203850737735829}",20,6,10.864721740565212,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.3, 'e': 0.06142121391500013}",25,10,3.53562788195822,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.3, 'e': 0.06081006262521795}",20,6,-55.849841601461144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
281,False,"{'a': 0.3, 'e': 0.06020499239237354}",20,15,5.333300710005222,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.3, 'e': 0.05960594270893937}",20,0,32.01877989286568,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.3, 'e': 0.05901285366944784}",20,16,8.603720490070188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.3, 'e': 0.05842566596450083}",20,0,-22.76415855792069,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
285,False,"{'a': 0.3, 'e': 0.057844320874838456}",25,0,-17.964880904321955,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
286,False,"{'a': 0.3, 'e': 0.05726876026546736}",30,15,23.409338491206814,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.3, 'e': 0.0566989265798469}",25,14,21.909335895057307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.3, 'e': 0.056134762834133725}",25,5,31.758552396535293,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.3, 'e': 0.05557621261148306}",30,14,27.617771826738544,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.3, 'e': 0.05502322005640723}",25,0,27.734770074800977,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.3, 'e': 0.05447572986918986}",25,15,-29.99074432413524,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
292,False,"{'a': 0.3, 'e': 0.05393368730035602}",20,0,5.376003183449678,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.3, 'e': 0.053397038145197084}",30,20,16.0194774520075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.3, 'e': 0.05286572873835037}",25,13,23.983264846498727,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.3, 'e': 0.05233970594843238}",30,15,19.78375302609067,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.3, 'e': 0.05181891717272583}",20,8,22.13103030117385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.3, 'e': 0.05130331033191911}",25,10,12.37849759272877,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'a': 0.3, 'e': 0.0507928338648985}",25,3,33.13666947397165,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.3, 'e': 0.050287436723591865}",25,14,21.902513938021865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.3, 'e': 0.049787068367863944}",25,5,31.49075869258132,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.3, 'e': 0.04929167876046215}",30,16,24.52186024684862,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.3, 'e': 0.04880121836201296}",20,9,22.75741970154607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.3, 'e': 0.04831563812606777}",20,10,5.162343158789833,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.3, 'e': 0.04783488949419837}",25,14,20.71861385159372,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.3, 'e': 0.04735892439114091}",20,12,13.051794607490244,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.3, 'e': 0.046887695219988486}",20,6,19.478730937947194,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.3, 'e': 0.04642115485743125}",25,13,20.588242047089267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.3, 'e': 0.045959256649044204}",20,0,31.21686884615118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
309,False,"{'a': 0.3, 'e': 0.04550195440462157}",25,8,17.122129465726346,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.3, 'e': 0.0450492023935578}",20,0,-22.926814973560575,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
311,False,"{'a': 0.3, 'e': 0.044600955340274535}",35,18,30.489297621446134,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.3, 'e': 0.04415716841969286}",20,14,10.784112590724668,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.3, 'e': 0.04371779725275094}",20,8,23.017023702093088,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.3, 'e': 0.043282797901965896}",30,18,-2.8444923236650994,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.3, 'e': 0.04285212686704019}",25,1,37.862197058834056,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.3, 'e': 0.042425741080511385}",20,8,23.87001569494725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.3, 'e': 0.04200359790344555}",30,21,-3.337868176678814,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
318,False,"{'a': 0.3, 'e': 0.04158565512117316}",25,8,27.20613699714965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.3, 'e': 0.04117187093906774}",25,13,0.6663963789578684,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
320,False,"{'a': 0.3, 'e': 0.04076220397836621}",20,0,31.208401938351557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.3, 'e': 0.04035661327203115}",20,2,27.042847147117946,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.3, 'e': 0.039955058260653896}",25,6,35.67609017007666,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.3, 'e': 0.039557498788398725}",20,8,18.270901521379106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.3, 'e': 0.039163895098987066}",20,9,9.217081095963321,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.3, 'e': 0.03877420783172201}",20,0,8.002534644719296,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
326,False,"{'a': 0.3, 'e': 0.038388398017552054}",20,8,20.48490012447586,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.3, 'e': 0.038006427075174314}",25,8,20.164883733804597,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.3, 'e': 0.0376282568071762}",30,18,21.41248748816018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.3, 'e': 0.03725384939621581}",25,18,13.63863962346208,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.3, 'e': 0.036883167401239994}",30,0,40.1698318609324,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
331,False,"{'a': 0.3, 'e': 0.0365161737537404}",20,10,21.31698032521804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.3, 'e': 0.03615283175404641}",30,13,23.206286563071604,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.3, 'e': 0.0357931050676553}",20,4,23.559467133931847,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.3, 'e': 0.03543695772159864}",20,9,18.81148648034689,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.3, 'e': 0.035084354100845025}",20,0,31.35068449197096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.3, 'e': 0.03473525894473856}",20,11,15.373564261547717,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.3, 'e': 0.03438963734347271}",30,19,18.572017694827174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.3, 'e': 0.034047454734599344}",25,17,14.461714306912945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.3, 'e': 0.033708676899572396}",25,7,31.13769520769884,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.3, 'e': 0.03337326996032608}",20,14,10.665477660873744,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.3, 'e': 0.03304120037588693}",20,9,-16.19685242341736,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
342,False,"{'a': 0.3, 'e': 0.03271243493901982}",30,3,43.1036684122172,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.3, 'e': 0.03238694077290704}",30,9,-8.81043457330784,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.3, 'e': 0.03206468532786077}",25,8,29.582248986254363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.3, 'e': 0.03174563637806794}",20,13,13.770923711499407,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.3, 'e': 0.03142976201836771}",30,0,44.98951386476803,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.3, 'e': 0.03111703066106086}",25,18,16.0293294956865,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.3, 'e': 0.030807411032751076}",20,15,11.223336250251524,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.3, 'e': 0.030500872171217483}",30,24,12.857641288755435,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.3, 'e': 0.0301973834223185}",20,13,8.913217927975843,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.3, 'e': 0.029896914436926308}",25,10,30.741422951959635,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.3, 'e': 0.029599435167892}",30,10,-8.741176598330338,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.3, 'e': 0.029304915867040746}",20,8,11.252089773637175,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.3, 'e': 0.029013327082197053}",25,0,41.341248010814255,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
355,False,"{'a': 0.3, 'e': 0.028724639654239423}",20,15,9.146795716129034,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.3, 'e': 0.028438824714184505}",20,9,23.103360336546892,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.3, 'e': 0.028155853680300096}",25,11,27.015453145549003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.3, 'e': 0.027875698255247015}",20,8,24.335798128515176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.3, 'e': 0.027598330423249287}",30,9,-32.8243601573042,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
360,False,"{'a': 0.3, 'e': 0.02732372244729256}",30,16,24.531196601516175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.3, 'e': 0.027051846866350416}",30,13,29.453644411924888,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.3, 'e': 0.026782676492638175}",30,23,14.830220756946467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.3, 'e': 0.02651618440889418}",20,0,29.45659078704761,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.3, 'e': 0.02625234396568796}",20,12,12.45634299434137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.3, 'e': 0.025991128778755347}",30,20,17.20237957495255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.3, 'e': 0.02573251272635994}",30,12,32.75262021892471,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.3, 'e': 0.025476469946681016}",20,13,13.314020318261171,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.3, 'e': 0.025222974835227212}",25,20,9.865171721110656,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
