trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
369,False,"{'a': 0.3, 'e': 0.024972002042276155}",25,0,13.095741706538115,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
370,False,"{'a': 0.3, 'e': 0.024723526470339388}",25,0,0.3554357040755478,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
371,False,"{'a': 0.3, 'e': 0.02447752327165267}",20,13,12.184162775085976,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.3, 'e': 0.024233967845691113}",20,3,-20.011315379498537,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
373,False,"{'a': 0.3, 'e': 0.023992835836709175}",20,8,22.097648017730624,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.3, 'e': 0.023754103131304997}",30,11,33.29109917373539,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.3, 'e': 0.023517745856009107}",20,2,29.783967680405823,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.3, 'e': 0.023283740374897}",20,0,37.22739323990553,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.3, 'e': 0.02305206328722557}",20,0,29.236795852398096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.3, 'e': 0.02282269142509297}",30,20,19.89711165610758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.3, 'e': 0.022595601851121864}",30,18,23.578638181151078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.3, 'e': 0.02237077185616559}",20,2,32.68698897941039,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.3, 'e': 0.022148178957037315}",25,20,8.10052489014212,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.3, 'e': 0.02192780089426161}",20,0,29.30803416626043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.3, 'e': 0.02170961562984857}",30,22,17.05994011538411,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.3, 'e': 0.021493601345089923}",20,12,17.082469475069104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.3, 'e': 0.02127973643837717}",20,10,16.317963810456767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.3, 'e': 0.021067999523041434}",20,7,25.08333494539505,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.3, 'e': 0.02085836942521472}",25,18,14.87319434609476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.3, 'e': 0.020650825181712566}",25,11,2.764242085613385,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
389,False,"{'a': 0.3, 'e': 0.020445346037937653}",25,13,22.029199251948835,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.3, 'e': 0.02024191144580439}",30,21,15.449940019812773,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.3, 'e': 0.020040501061684014}",20,9,18.35397456262173,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.3, 'e': 0.019841094744370288}",25,8,-17.596807245935285,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
393,False,"{'a': 0.3, 'e': 0.019643672553065292}",35,27,6.678198942526674,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.3, 'e': 0.01944821474538539}",20,2,-10.9476916318857,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
395,False,"{'a': 0.3, 'e': 0.01925470177538692}",20,10,17.148831584836397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.3, 'e': 0.019063114291611637}",30,20,19.262454978172677,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.3, 'e': 0.018873433135151486}",30,12,31.798919100150204,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.3, 'e': 0.018685639337732773}",20,0,33.44009227897894,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.3, 'e': 0.018499714119819242}",25,15,17.973104973313703,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.3, 'e': 0.01831563888873418}",25,6,35.60456874463947,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.3, 'e': 0.018133395236801075}",35,8,44.53312385012119,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.3, 'e': 0.01795296493950285}",20,2,13.038636157690453,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.3, 'e': 0.01777432995365944}",20,12,10.185539043163313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.3, 'e': 0.017597472415623393}",30,18,-12.921802602721945,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
405,False,"{'a': 0.3, 'e': 0.017422374639493515}",30,19,20.144235826825742,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.3, 'e': 0.017249019115346265}",25,18,11.361157375229583,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.3, 'e': 0.017077388507484793}",20,13,13.970431234606753,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.3, 'e': 0.01690746565270528}",25,9,5.22123691597607,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
409,False,"{'a': 0.3, 'e': 0.016739233558580632}",25,16,-26.289744604845485,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
410,False,"{'a': 0.3, 'e': 0.016572675401761255}",25,11,24.793306090108345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.3, 'e': 0.016407774526292645}",25,12,22.899951288301935,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.3, 'e': 0.01624451444194987}",25,0,39.73341069142862,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
413,False,"{'a': 0.3, 'e': 0.016082878822588433}",20,9,14.537199022053331,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.3, 'e': 0.015922851504511698}",30,18,23.630349696452587,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.3, 'e': 0.015764416484854486}",25,14,20.943928132688526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.3, 'e': 0.01560755791998283}",25,8,30.92715313756854,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.3, 'e': 0.015452260123909515}",20,11,19.606288098152163,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.3, 'e': 0.015298507566725518}",20,11,18.847053338590715,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.3, 'e': 0.01514628487304698}",25,20,7.700713484274583,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.3, 'e': 0.014995576820477703}",20,16,6.1040384131752,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.3, 'e': 0.014846368338086832}",25,17,16.957819177070164,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.3, 'e': 0.014698644504901784}",20,2,8.311196272264137,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
423,False,"{'a': 0.3, 'e': 0.014552390548416123}",20,6,22.796680709597503,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.3, 'e': 0.01440759184311235}",20,7,22.627108155697456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.3, 'e': 0.014264233908999256}",30,21,15.61636396248518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.3, 'e': 0.014122302410163962}",25,0,35.67165012247443,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
427,False,"{'a': 0.3, 'e': 0.013981783153338296}",30,0,4.647140257816568,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
428,False,"{'a': 0.3, 'e': 0.013842662086479501}",20,12,12.37386190033174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.3, 'e': 0.013704925297364945}",20,8,24.590818272607205,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.3, 'e': 0.013568559012200934}",20,0,27.610674178035893,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
431,False,"{'a': 0.3, 'e': 0.013433549594245302}",25,14,22.006705147776977,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.3, 'e': 0.013299883542443767}",25,20,9.791817083953529,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.3, 'e': 0.013167547490079751}",20,13,12.584775411968646,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.3, 'e': 0.013036528203437736}",25,14,21.367525144490617,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.3, 'e': 0.012906812580479862}",25,20,9.547659967241062,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.3, 'e': 0.01277838764953576}",35,27,15.845775847895803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.3, 'e': 0.012651240568005305}",30,13,26.87358386694335,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.3, 'e': 0.012525358621074385}",20,14,11.583936311205036,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.3, 'e': 0.012400729220443406}",20,1,29.975704035759314,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.3, 'e': 0.012277339903068436}",20,9,19.663780270725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.3, 'e': 0.012155178329914935}",20,9,19.85174248675989,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.3, 'e': 0.012034232284723775}",25,15,6.080194129948239,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.3, 'e': 0.011914489672789647}",20,0,-10.734950962915669,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
444,False,"{'a': 0.3, 'e': 0.011795938519751562}",25,13,22.504469593052487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.3, 'e': 0.011678566970395442}",30,4,47.11270784787994,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.3, 'e': 0.011562363287468536}",20,12,15.40723977945149,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.3, 'e': 0.01144731585050571}",30,15,26.04028491208636,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.3, 'e': 0.011333413154667387}",25,18,9.069583150587368,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.3, 'e': 0.011220643809589084}",25,16,17.990980788194847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.3, 'e': 0.011108996538242306}",20,0,31.87805145618082,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.3, 'e': 0.010998460175806881}",20,12,5.268408361132757,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.3, 'e': 0.01088902366855444}",20,13,13.89453267458857,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.3, 'e': 0.010780676072743084}",25,0,36.7199574058659,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.3, 'e': 0.010673406553522925}",20,0,10.537492400269274,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
455,False,"{'a': 0.3, 'e': 0.010567204383852655}",20,15,-31.6534732347377,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
456,False,"{'a': 0.3, 'e': 0.010462058943426795}",20,15,10.31100414287161,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.3, 'e': 0.010357959717613696}",30,22,-10.677970123708059,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
458,False,"{'a': 0.3, 'e': 0.010254896296404022}",20,15,8.761346169590855,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.3, 'e': 0.010152858373369763}",20,2,32.76113130719439,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.3, 'e': 0.010051835744633576}",25,13,22.477800624062134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.3, 'e': 0.00995181830784842}",20,15,8.862977399109457,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.3, 'e': 0.009852796061187257}",20,5,18.083586575454238,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.3, 'e': 0.009754759102342903}",20,15,11.745052050592744,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.3, 'e': 0.009657697627537777}",25,14,21.583000425552488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.3, 'e': 0.009561601930543505}",20,7,21.437354592127534,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.3, 'e': 0.009466462401710323}",30,10,39.47988948905287,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.3, 'e': 0.009372269527006058}",25,15,20.504407263797454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.3, 'e': 0.009279013887064744}",20,13,11.536340870502139,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.3, 'e': 0.009186686156244664}",25,19,11.233323948727175,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.3, 'e': 0.009095277101695816}",25,14,18.735121975948488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.3, 'e': 0.00900477758243656}",25,7,30.506155634824406,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.3, 'e': 0.008915178548439553}",20,9,16.034165996895123,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.3, 'e': 0.008826471039726723}",25,18,14.232220113511366,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.3, 'e': 0.00873864618547329}",25,10,30.794853498438933,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.3, 'e': 0.008651695203120634}",20,0,29.10988415614965,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
476,False,"{'a': 0.3, 'e': 0.00856560939749806}",20,12,13.02203064798584,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.3, 'e': 0.00848038015995326}",25,14,19.314753016336155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.3, 'e': 0.00839599896749147}",25,15,15.968579805096851,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.3, 'e': 0.008312457381923119}",20,8,24.633326964862256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.3, 'e': 0.00822974704902003}",25,8,14.335945629805932,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
481,False,"{'a': 0.3, 'e': 0.008147859697679982}",35,12,36.732198284867906,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.3, 'e': 0.008066787139099614}",25,0,35.59522849103261,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
483,False,"{'a': 0.3, 'e': 0.007986521265955502}",20,10,20.512870971489985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.3, 'e': 0.007907054051593441}",20,15,9.546084128489895,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.3, 'e': 0.007828377549225767}",25,6,34.463502206938145,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.3, 'e': 0.007750483891136692}",25,0,-13.430972229923034,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
487,False,"{'a': 0.3, 'e': 0.007673365287895489}",25,13,22.26475173884222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.3, 'e': 0.007597014027577567}",20,6,22.481339757490943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.3, 'e': 0.00752142247499327}",20,4,24.40676412664687,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.3, 'e': 0.007446583070924338}",20,12,13.382338019391016,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.3, 'e': 0.007372488331368012}",20,15,10.748120498990362,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.3, 'e': 0.007299130846788583}",25,11,24.05318211328891,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.3, 'e': 0.0072265032813764625}",35,12,40.43560081967713,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.3, 'e': 0.007154598372314579}",20,4,27.05185998686631,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.3, 'e': 0.0070834089290521185}",25,15,18.872437722986163,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.3, 'e': 0.007012927832585425}",20,10,18.30804874292543,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.3, 'e': 0.0069431480347461145}",20,10,19.13895124655689,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.3, 'e': 0.006874062557496248}",20,7,18.69349546544783,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.3, 'e': 0.006805664492230543}",20,14,12.250403746339888,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.3, 'e': 0.006737946999085467}",20,16,8.342984115563157,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.3, 'e': 0.006670903306255274}",20,10,19.524478282908557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.3, 'e': 0.006604526709314805}",20,10,17.42577326319538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.3, 'e': 0.006538810570549064}",20,10,19.277186685310376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.3, 'e': 0.006473748318289405}",30,7,44.52442430202086,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.3, 'e': 0.006409333446256383}",30,13,34.87882191352638,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.3, 'e': 0.00634555951290911}",20,8,24.489424526347992,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.3, 'e': 0.006282420140801118}",35,25,16.675778047568272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.3, 'e': 0.006219909015942573}",20,6,24.674796500529602,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.3, 'e': 0.006158019887168897}",25,18,12.589180539574786,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.3, 'e': 0.006096746565515633}",30,0,40.20716452734693,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
511,False,"{'a': 0.3, 'e': 0.006036082923599565}",30,12,26.398277327204898,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.3, 'e': 0.005976022895005943}",30,14,29.09438044263405,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.3, 'e': 0.005916560473681857}",35,18,27.757135541871968,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.3, 'e': 0.0058576897133356225}",30,20,21.039234915418458,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.3, 'e': 0.005799404726842141}",20,0,32.60819440738914,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
516,False,"{'a': 0.3, 'e': 0.005741699685654202}",25,13,24.274880520025498,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.3, 'e': 0.005684568819219595}",30,18,-21.93471418382638,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
518,False,"{'a': 0.3, 'e': 0.005628006414404065}",20,9,-24.57506326087094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
519,False,"{'a': 0.3, 'e': 0.005572006814919993}",25,3,35.043731781086485,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.3, 'e': 0.0055165644207607716}",20,15,8.390559142086824,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.3, 'e': 0.005461673687640779}",25,12,23.84682697900101,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.3, 'e': 0.00540732912644096}",20,4,26.07227339988752,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.3, 'e': 0.005353525302659903}",25,19,12.589235145944468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.3, 'e': 0.005300256835870402}",20,7,16.803144785871503,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.3, 'e': 0.005247518399181385}",35,21,25.884793450688413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.3, 'e': 0.005195304718705231}",20,10,16.557097647344072,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.3, 'e': 0.005143610573030379}",30,23,11.250978356719516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.3, 'e': 0.00509243079269919}",30,16,26.40481660078543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.3, 'e': 0.005041760259690979}",25,20,6.806718668889925,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.3, 'e': 0.004991593906910217}",20,2,23.709661085181594,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.3, 'e': 0.004941926717679818}",35,21,25.671999350247464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.3, 'e': 0.004892753725239476}",35,21,25.209866990547134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.3, 'e': 0.004844070012248967}",25,17,14.37006931068205,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.3, 'e': 0.004795870710296421}",20,12,14.076131884351156,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.3, 'e': 0.004748150999411473}",25,15,18.234072248983196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.3, 'e': 0.004700906107583276}",25,19,11.26151266202377,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.3, 'e': 0.004654131310283272}",20,3,30.68407929387608,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.3, 'e': 0.004607821929992752}",25,10,27.256183040567866,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.3, 'e': 0.004561973335735096}",25,11,26.83613696058106,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.3, 'e': 0.004516580942612666}",20,7,27.10564891444586,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.3, 'e': 0.004471640211348332}",25,9,29.33259601327809,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.3, 'e': 0.004427146647831511}",20,16,8.28002236980183,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.3, 'e': 0.004383095802668776}",25,20,9.744236251344066,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.3, 'e': 0.004339483270738895}",20,12,16.04925566508694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.3, 'e': 0.00429630469075234}",20,15,-12.302166654231895,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
546,False,"{'a': 0.3, 'e': 0.004253555744815125}",25,11,23.155603383032236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.3, 'e': 0.004211232157997035}",30,18,23.42039181194094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.3, 'e': 0.0041693296979041115}",35,22,22.23927309123465,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.3, 'e': 0.004127844174255436}",25,0,39.7485399933166,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
550,False,"{'a': 0.3, 'e': 0.004086771438464067}",25,10,24.493312348795644,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.3, 'e': 0.004046107383222199}",20,12,13.850018927075478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.3, 'e': 0.004005847942090417}",20,8,21.806626961296452,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.3, 'e': 0.003965989089091065}",20,16,9.503916464297664,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.3, 'e': 0.003926526838305624}",20,12,16.091696865071786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
